session,bill_number,title,index_categories,index_descriptions,last_action,url
2023 Regular Session,HB299,AN ACT relating to coverage for hepatitis C virus infection.,"Diseases; Education, Higher; Effective Dates, Delayed; Insurance, Health; State Agencies; Medicaid; Children and Minors","Hepatitis C virus infection, pregnant and postpartum women, coverage requirement; Self-insured employer group health plan, hepatitis C virus infection, coverage; Hepatitis C virus infection, pregnant and postpartum women, coverage requirement, January 1, 2024; Hepatitis C virus infection, pregnant and postpartum women, coverage requirement; Employee health insurance, hepatitis C virus infection, coverage requirement; Hepatitis C virus infection, pregnant and postpartum women, coverage requirement; KCHIP, hepatitis C virus infection, pregnant and postpartum women, coverage requirement",02/14/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb299.html
2023 Regular Session,HB68,AN ACT relating to coverage for injectable epinephrine devices.,"Health Benefit Mandate; Drugs and Medicines; Education, Higher; Effective Dates, Delayed; Health and Medical Services; Insurance, Health; State Agencies; State Agencies; State Employees; Medicaid","Injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement; Self-insured group health plans, injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement, January 1, 2024; Injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement; CHFS, KCHIP, injectable epinephrine devices, coverage requirement; Department for Medicaid Services, injectable epinephrine devices, coverage requirement; State employee health plan, injectable epinephrine devices, coverage requirement; Injectable epinephrine devices, coverage requirement",01/03/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb68.html
2023 Regular Session,HB295,AN ACT relating to undesignated glucagon.,"Diseases; Drugs and Medicines; Nurses; Physicians and Practitioners; Teachers; Children and Minors; Education, Elementary and Secondary","Diabetes, administration of undesignated glucagon in schools; Undesignated glucagon, diabetes, administration, prescriptive authority; School nurses, advanced practice registered nurses, health care practitioner, prescriptive authority; Health care practitioner, prescriptive authority; Medication administration, undesignated glucagon, diabetes; Diabetes, prescribed medication; Undsignated glucagon, administration",02/14/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb295.html
2023 Regular Session,HB331,AN ACT relating to the emergency medical preparedness of schools.,"Education, Elementary and Secondary; Education, Elementary and Secondary; Education, Elementary and Secondary; Emergency Medical Services; Public Health; Teachers; Teachers; Athletics; Children and Minors; Jump to Proposed Amendments","KHSAA interscholastic athletics, portable automated external defibrillators, requirement; Portable automated external defibrillators, public school buildings and events, requirement for; Portable automated external defibrillators, training in use of; Portable automated external defibrillators, public school buildings and events, requirement for; Portable automated external defibrillators, public school buildings and events, requirement for; Portable automated external defibrillators, public school buildings and events, requirement for; Portable automated external defibrillators, training in use of; KHSAA interscholastic athletics, portable automated external defibrillators, requirement; KHSAA interscholastic athletics, portable automated external defibrillators, requirement",03/31/23: signed by Governor (Acts Ch. 165),https://apps.legislature.ky.gov/record/23rs/hb331.html
2023 Regular Session,HB75,AN ACT relating to hospital rate improvement programs and declaring an emergency.,"Fiscal Note; Effective Dates, Emergency; Federal Laws and Regulations; Health and Medical Services; Hospitals and Nursing Homes; Public Assistance; Public Medical Assistance; State Agencies; Medicaid; Retroactive Legislation","Hospital rate improvement programs, outpatient services; Hospital rate improvement programs, outpatient services; Hospital rate improvement programs, authorization; Hospital rate improvement programs, outpatient services; Hospital rate improvement programs, outpatient services; Hospital rate improvement programs, outpatient services; Hospital rate improvement programs, outpatient services; Cabinet for Health and Family Services, hospital rate improvement programs; Hospital rate improvement programs, outpatient services; Hospital rate improvement programs, outpatient services",03/20/23: signed by Governor (Acts Ch. 21),https://apps.legislature.ky.gov/record/23rs/hb75.html
2023 Regular Session,HB384,"AN ACT relating to the establishment of the Kentucky Healthy Farm and Food Innovation Board, and making an appropriation therefor.",Economic Development; Foods; Public Assistance; Public Health; State Agencies; Agriculture; Commerce; Boards and Commissions; Jump to Proposed Amendments; House Floor Amendment 1,"Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund; Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund; Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund; Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund; Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund; Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund; Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund; Kentucky Healthy Farm and Food Innovation Board, establishment, duties, fund",03/16/23: recommitted to Appropriations &amp; Revenue (H),https://apps.legislature.ky.gov/record/23rs/hb384.html
2022 Regular Session,HB58,AN ACT relating to chronic pain treatments.,"Drugs and Medicines; Effective Dates, Delayed; Health and Medical Services; Health and Medical Services; Insurance, Health; Physicians and Practitioners; Public Medical Assistance; Substance Abuse; Medicaid","Alternative treatments, chronic pain; Chronic pain treatments, January 1, 2023; Alternative treatments, chronic pain; Chronic pain treatments, coverage; Chronic pain treatments, coverage; Alternative treatments, chronic pain; Chronic pain treatments, coverage; Alternative treatments, chronic pain; Chronic pain treatments, coverage",01/04/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb58.html
2023 Regular Session,HB366,AN ACT relating to prevailing wage.,Fiscal Note; Labor and Industry; Public Works; Wages and Hours; Local Mandate,"Prevailing wage, public works, creating; Prevailing wage, public works, creating; Prevailing wage, creating; Prevailing wage for public works, creating; Prevailing wage for public works, creating",02/17/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb366.html
2024 Regular Session,HB2,AN ACT proposing to create a new section of the Constitution of Kentucky relating to education funding.,"County Clerks; Education, Elementary and Secondary; Education, Finance; Elections and Voting; Secretary of State; Children and Minors; Constitution, Ky.; Local Mandate; Jump to Proposed Amendments; House Committee Substitute 1 with Fiscal Impact Statements","Proposed constitutional amendment, education costs; Proposed constitutional amendment, education costs outside public schools; Proposed constitutional amendment, education costs outside public schools; Proposed constitutional amendment, education costs; Proposed constitutional amendment, education costs outside public schools; Proposed constitutional amendment, education costs outside public schools; Education costs outside public schools, proposed amendment; Proposed constitutional amendment, education costs",03/21/24: delivered to Secretary of State (Acts Ch. 8),https://apps.legislature.ky.gov/record/24rs/hb2.html
2022 Regular Session,HB293,AN ACT relating to criminal histories of job applicants.,Labor and Industry; Personnel and Employment; Civil Rights; Short Titles and Popular Names,"Employment discrimination, requirement of criminal history on job applications, prohibition; Employment discrimination, requirement of criminal history on job applications, prohibition; Employment discrimination, requirement of criminal history on job applications, prohibition; Ban the Box-The Criminal Record Employment Discrimination Act",01/13/22: to Committee on Committees (H),https://apps.legislature.ky.gov/record/22rs/hb293.html
2023 Regular Session,HB91,AN ACT relating to workforce development and making an appropriation therefor.,State Agencies; Appropriations; Budget and Financial Administration; Chambers of Commerce; Workforce,"Workforce Development, Talent Pipeline Management Program; Workforce Development, Talent Pipeline Management Program; Workforce Development, Talent Pipeline Management Program; Kentucky Chamber of Commerce, Talent Pipeline Management Program, appropriation; Kentucky Chamber of Commerce, Talent Pipeline Management Program, appropriation",02/23/23: to Appropriations &amp; Revenue (H),https://apps.legislature.ky.gov/record/23rs/hb91.html
2024 Regular Session,HB30,AN ACT relating to veterans.,Deaths; Mental Health; Military Affairs and Civil Defense; Veterans; Barbers and Cosmetologists; Jump to Proposed Amendments; Senate Committee Substitute 1; Senate Committee Amendment 1; Votes; Vote History,"Kentucky Service Members, Veterans, and their Families Suicide Prevention Program, establishment; Kentucky Service Members, Veterans, and their Families Suicide Prevention Program, establishment; Kentucky Service Members, Veterans, and their Families Suicide Prevention Program, establishment; Kentucky Service Members, Veterans, and their Families Suicide Prevention Program, establishment; Kentucky Service Members, Veterans, and their Families Suicide Prevention Program, establishment",04/04/24: signed by Governor (Acts Ch. 73),https://apps.legislature.ky.gov/record/24rs/hb30.html
2024 Regular Session,HB63,AN ACT relating to coverage for annual pap smears.,"Education, Higher; Effective Dates, Delayed; Health and Medical Services; Insurance, Health; State Agencies; State Employees; Women; Medicaid; Health Benefit Mandate; Local Mandate","Self-insured employer group plan, pap smear, coverage requirement; Pap smear, coverage requirements, January 1, 2025; Pap smear, coverage requirement; Pap smear, coverage requirement; Cabinet for Health and Family Services, Medicaid, pap smear coverage, waiver; Health plan, pap smear, coverage requirement; Pap smear, coverage requirement; Pap smear, coverage requirement; Pap smear, coverage requirement; Pap smear, coverage requirement",01/02/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb63.html
2023 Regular Session,HB166,AN ACT relating to state symbols.,"Dogs; State Symbols and Emblems; Animals, Livestock, and Poultry","Shelter pets, designation as official pets of Kentucky; Shelter pets, designation as official pets of Kentucky; Shelter pets, designation as official pets of Kentucky",03/08/23: to State Government (H),https://apps.legislature.ky.gov/record/23rs/hb166.html
2023 Regular Session,HB180,AN ACT relating to coverage for biomarker testing.,"Health Benefit Mandate; Effective Dates, Delayed; Health and Medical Services; Insurance, Health; Medicaid; Votes; Vote History","Biomarker testing, coverage requirement; Biomarker testing, coverage requirement, January 1, 2024; Biomarker testing, insurance, coverage requirement; Biomarker testing, coverage requirement; Biomarker testing, coverage requirement",03/23/23: signed by Governor (Acts Ch. 77),https://apps.legislature.ky.gov/record/23rs/hb180.html
2024 Regular Session,HB114,"AN ACT relating to appropriations measures providing funding and establishing conditions for the operations, maintenance, support, and functioning of the government of the Commonwealth of Kentucky and its various officers, cabinets, departments, boards, commissions, institutions, subdivisions, agencies, and other state-supported activities.","Economic Development; Education, Elementary and Secondary; Education, Finance; Education, Higher; Education, Vocational; Energy; Environment and Conservation; Fish and Wildlife; Governor; Hospitals and Nursing Homes",Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget; Governor's recommended State/Executive Branch Budget,01/03/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb114.html
2023 Regular Session,HB200,AN ACT related to a tax credit for educator expense.,"Education, Higher; Effective Dates, Emergency; Health and Medical Services; Licensing; Nurses; Occupations and Professions; State Agencies; Universities and Colleges; Appropriations; Jump to Proposed Amendments","Healthcare programs, student scholarships, institutional incentives, reporting requirements; Kentucky healthcare workforce investment fund, establishing; Kentucky healthcare workforce investment fund, student scholarships, program incentives; Healthcare credentials, scholarships for eligible credentials; Nursing programs, Kentucky healthcare workforce investment fund scholarships and program incentives; Healthcare professions, scholarships for training programs, terms and eligibility; Council on Postsecondary Education, Kentucky healthcare workforce investment fund, oversight; Healthcare programs, student scholarships, institutional incentives, reporting requirements; Kentucky healthcare workforce investment fund",03/22/23: signed by Governor (Acts Ch. 65),https://apps.legislature.ky.gov/record/23rs/hb200.html
2023 Regular Session,HB15,AN ACT relating to family care leave.,Local Mandate; Labor and Industry; Personnel and Employment; Small Business; Workforce; Wages and Hours,"Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave; Employee benefits, unpaid family care leave",01/03/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb15.html
2024 Regular Session,HB115,AN ACT related to a tax credit for educator expense.,"Diseases; Effective Dates, Delayed; Federal Laws and Regulations; Health Benefit Mandate; Local Mandate; Health and Medical Services; Insurance, Health; Technical Corrections; Actuarial Analysis; Votes","Health insurance, coverage for breast examinations; Health insurance, coverage for breast examinations, January 1, 2025; Health insurance, coverage for breast examinations, compliance with federal law; Health insurance, coverage for breast examinations; Health insurance, coverage for breast examinations; Health insurance, coverage for breast examinations; Health insurance, coverage for breast examinations; Health insurance, coverage for breast examinations; Health insurance, coverage for breast examinations",04/05/24: signed by Governor (Acts Ch. 97),https://apps.legislature.ky.gov/record/24rs/hb115.html
2024 Regular Session,HB143,AN ACT relating to retirement benefits for state and county employees in hazardous positions.,"Actuarial Analysis; Firefighters and Fire Departments; Peace Officers and Law Enforcement; Police, City and County; Police, State; Retirement and Pensions; State Agencies; State Employees","KERS, Tier 2 retirement benefits for members in hazardous positions; Retirement, Tier 2 benefits for KERS/CERS members in hazardous positions; Retirement, Tier 2 benefits for KERS/CERS members in hazardous positions; County Employees Retirement System, Tier 2 benefits for members in hazardous positions; Retirement System, Tier 2 retirement benefits for members; KERS and CERS, Tier 2 benefits for members in hazardous positions; Kentucky Public Pensions Authority, Tier 2 benefits for members in hazardous positions; KERS, Tier 2 retirement benefits for members in hazardous positions",01/04/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb143.html
2023 Regular Session,HB294,"AN ACT relating to the sale of dogs, cats, and rabbits.","Dogs; Dogs; Sales; Sales; Animals, Livestock, and Poultry; Charitable Organizations and Institutions","Publicly accessible space, prohibited sales; Retail pet shop, prohibited sales; Pets, publicly accessible space, prohibited sales; Pets, retail pet shops, prohibited sales; Dogs, cats, and rabbits, prohibited sales; Animal shelters, partnership with retail pet shop",02/14/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb294.html
2024 Regular Session,HB169,AN ACT relating to emergency medical preparedness of schools.,"Education, Elementary and Secondary; Education, Elementary and Secondary; Emergency Medical Services; Public Health; State Agencies; Teachers; Athletics; Children and Minors; Jump to Proposed Amendments; House Committee Substitute 1","Portable automated external defibrillators, public school buildings and events, requirement; Portable automated external defibrillators, school building requirements, annual compliance report; Portable automated external defibrillators, public school buildings and events, requirement; Portable automated external defibrillators, public school buildings and events, requirement; Department of Education, portable automated external defibrillators, annual report of districts; Portable automated external defibrillators, public school buildings and events, requirement; Portable automated external defibrillators, public school buildings and events, requirement; Portable automated external defibrillators, public school buildings and events, requirement",04/18/24: signed by Governor (Acts Ch. 208),https://apps.legislature.ky.gov/record/24rs/hb169.html
2024 Regular Session,HB179,AN ACT relating to insurance for loss of income and declaring an emergency.,"Effective Dates, Emergency; Emergency Medical Services; Firefighters and Fire Departments; Insurance; Military Affairs and Civil Defense; Peace Officers and Law Enforcement; Personnel and Employment; Children and Minors; Short Titles and Popular Names; Workforce","Paid Family Leave Insurance Act; First responders, paid family leave insurance; Paid family leave insurance; Paid family leave insurance; Active duty, paid family leave insurance; Paid family leave insurance; Paid family leave insurance; Paid family leave insurance; Paid Family Leave Insurance Act; Paid family leave insurance",04/05/24: signed by Governor (Acts Ch. 99),https://apps.legislature.ky.gov/record/24rs/hb179.html
2024 Regular Session,HB185,AN ACT relating to paramedic education and making an appropriation therefor.,"Education, Finance; Education, Higher; State Agencies; Universities and Colleges; Appropriations; Budget and Financial Administration; Taxation, Severance","Scholarship program, coal county paramedic; Scholarship program, coal county paramedic; Kentucky Higher Education Assistance Authority, scholarship, administration; Scholarship program, coal county paramedic; Scholarship program, coal county paramedic; Coal severance tax, coal county paramedic scholarship fund; Coal severance tax, coal county paramedic scholarship fund",01/08/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb185.html
2024 Regular Session,HB161,AN ACT relating to elections and declaring an emergency.,"Effective Dates, Emergency; Elections and Voting; Secretary of State; State Agencies; Retroactive Legislation; Votes; Vote History","Candidate filings, reapportionment and precinct establishment, qualifications; Candidate filings, reapportionment and precinct establishment, qualifications; Candidate filings, reapportionment and precinct establishment, qualifications; Board of Elections, candidate filings, reapportionment and precinct establishment, qualifications; Candidate filings, reapportionment and precinct establishment, qualifications, November 8, 2023",01/18/24: signed by Governor  (Acts Ch. 1),https://apps.legislature.ky.gov/record/24rs/hb161.html
2024 Regular Session,HB216,"AN ACT relating to a supplemental payment for recipients of a monthly retirement allowance from the systems administered by the Kentucky Retirement Systems, making an appropriation therefor, and declaring an emergency.","Actuarial Analysis; Effective Dates, Emergency; Retirement and Pensions; State Agencies; Appropriations","Appropriation, supplemental payment for KERS and SPRS retirees; Appropriation, supplemental payment for KERS and SPRS retirees; Kentucky Public Pensions Authority, supplemental payment for KERS and SPRS retirees; Kentucky Public Pensions Authority, supplemental payment for KERS and SPRS retirees; Kentucky Public Pensions Authority, supplemental payment for KERS and SPRS retirees",01/09/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb216.html
2024 Regular Session,HB6,AN ACT proposing an amendment to Section 145 of the Constitution of Kentucky relating to persons entitled to vote.,"Attorney, Commonwealth's; Attorney, County; Attorney General; Auditor of Public Accounts; Budget and Financial Administration; Capital Construction; Corrections and Correctional Facilities, State; Boards and Commissions; Economic Development; Education, Elementary and Secondary",State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget; State/Executive Branch Budget,04/12/24: delivered to Secretary of State (Acts Ch. 175),https://apps.legislature.ky.gov/record/24rs/hb6.html
2024 Regular Session,HB248,AN ACT relating to reinstatement of police and fire department employees.,"Firefighters and Fire Departments; Peace Officers and Law Enforcement; Police, City and County; Counties, Urban; Personnel and Employment; Votes; Vote History","Urban-county governments, employees of fire departments, reinstatement; Urban-county government, employees of police departments, reinstatement; Urban-county government, employees of police departments, reinstatement; Employees of police and fire departments, reinstatement; Urban-county government, employees of police and fire department, reinstatement",04/05/24: signed by Governor (Acts Ch. 101),https://apps.legislature.ky.gov/record/24rs/hb248.html
2024 Regular Session,HB252,AN ACT relating to informed consent for medical examinations.,Courts; Drugs and Medicines; Health and Medical Services; Hospitals and Nursing Homes; Nurses; Physicians and Practitioners; Jump to Proposed Amendments; House Committee Substitute 1,"Informed consent, medical examinations; Informed consent, medical examinations; Informed consent, medical examinations; Informed consent, medical examinations; Informed consent, medical examinations; Informed consent, medical examinations",03/27/24: recommitted to Appropriations &amp; Revenue (H),https://apps.legislature.ky.gov/record/24rs/hb252.html
2024 Regular Session,HB283,AN ACT relating to mining licenses and making an appropriation therefor.,Financial Responsibility; Minerals and Mining; Notices; Wages and Hours; Wages and Hours; Appropriations; Surface Mining; Coal,"Wage performance bonds for employers engaged in mining, notification of compliance; Mining licenses, conditions for approval, compliance with wage performance bond requirements; Wage performance bonds for employers engaged in mining, notification of compliance; Failure to post wage performance bond, penalties, distribution to employees; Wage performance bonds for employers engaged in mining, notification of compliance; Mining performance bonds, distribution of funds from penalties; Mining licenses, requirements, compliance with wage performance bond requirements; Mining licenses, conditions for approval, compliance with wage performance bond requirements",01/17/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb283.html
2024 Regular Session,HB281,AN ACT relating to the Kentucky Horse Racing Commission.,Reorganization; State Agencies; Technical Corrections; Wagering; Athletics; Boards and Commissions; Horses and Horse Racing; Votes; Vote History,"Kentucky Horse Racing Commission, sports wagering, internal reorganization; Kentucky Horse Racing Commission, sports wagering, internal reorganization; Kentucky Horse Racing Commission, outdated reference, removal; Kentucky Horse Racing Commission, sports wagering, internal  reorganization; Kentucky Horse Racing Commission, sports wagering, internal reorganization; Kentucky Horse Racing Commission, sports wagering, internal  reorganization; Kentucky Horse Racing Commission, sports wagering, internal reorganization",03/21/24: signed by Governor (Acts Ch. 6),https://apps.legislature.ky.gov/record/24rs/hb281.html
2024 Regular Session,HB311,AN ACT relating to the safety of canines and felines.,"Dogs; Motor Vehicles; Safety; Animals, Livestock, and Poultry; Civil Actions; Civil Procedure","Danger of death, removal from vehicle, civil immunity; Damage, civil immunity, removal of dog or cat; Dog or cat in vehicle, removal, civil immunity; Danger of death, dog or cat, removal from vehicle, civil immunity; Immunity, vehicle damage, removal of dog or cat in danger of death; Immunity, vehicle damage, removal of dog or cat in danger of death",01/19/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb311.html
2024 Regular Session,HB312,AN ACT relating to nondisclosure agreements.,Labor and Industry; Men; Women; Administrative Regulations and Proceedings; Civil Actions; Workforce,"Employment, unlawful acts, nondisclosure agreements, settlement agreements, prohibit; Workforce, employee benefits, nondisclosure agreements, unlawful acts, prohibition; Workforce, employee benefits, nondisclosure agreements, unlawful acts, prohibition; Settlement agreement, nondisclosure clause, harassment, prohibition; Settlement agreement, prohibition, nondisclosure clause, harassment; Employment, unlawful acts, nondisclosure agreements, settlement agreements, prohibition",01/19/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb312.html
2024 Regular Session,HB313,WITHDRAWN - No title available,,,02/06/24: WITHDRAWN,https://apps.legislature.ky.gov/record/24rs/hb313.html
2024 Regular Session,HB322,AN ACT relating to coverage for hepatitis C virus infection.,"Diseases; Education, Higher; Effective Dates, Delayed; Insurance, Health; State Agencies; Technical Corrections; Medicaid; Children and Minors; Actuarial Analysis; Health Benefit Mandate","Hepatitis C virus infection, pregnant and postpartum women, coverage requirement; Self-insured employer group health plan, hepatitis C virus infection, coverage; Hepatitis C virus infection, pregnant and postpartum women, coverage requirement, January 1, 2025; Hepatitis C virus infection, pregnant and postpartum women, coverage requirement; Employee health insurance, hepatitis C virus infection, coverage requirement; Medicaid and KCHIP; Hepatitis C virus infection, pregnant and postpartum women, coverage requirement; KCHIP, hepatitis C virus infection, pregnant and postpartum women, coverage requirement; KCHIP, hepatitis C virus infection, pregnant and postpartum women, coverage requirement; KCHIP, hepatitis C virus infection, pregnant and postpartum women, coverage requirement",01/22/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb322.html
2024 Regular Session,HB321,AN ACT relating to health benefit coverage of chronic pain treatments.,"Drugs and Medicines; Effective Dates, Delayed; Health and Medical Services; Health and Medical Services; Insurance, Health; Physicians and Practitioners; Public Medical Assistance; Medicaid; Substance Abuse","Alternative treatments, chronic pain; Chronic pain treatments, January 1, 2025; Alternative treatments, chronic pain; Chronic pain treatments, coverage; Chronic pain treatments, coverage; Alternative treatments, chronic pain; Chronic pain treatments, coverage; Chronic pain treatments, coverage; Alternative treatments, chronic pain",01/22/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb321.html
2024 Regular Session,HB330,AN ACT relating to youth mental health protection and declaring an emergency.,"Effective Dates, Emergency; Mental Health; Occupations and Professions; Physicians and Practitioners; State Agencies; Boards and Commissions; Short Titles and Popular Names","Sexual orientation and gender identity change efforts for minors, prohibition; Sexual orientation and gender identity change efforts for minors, prohibition; Sexual orientation and gender identity change efforts for minors, prohibition; Sexual orientation and gender identity change efforts for minors, prohibition; Department for Public Health, sexual orientation and gender identity change efforts, education; Sexual orientation and gender identity change efforts for minors, prohibition; Youth Mental Health Protection Act",01/22/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb330.html
2023 Regular Session,HB433,AN ACT relating to financial institutions.,Licensing; State Agencies; Administrative Regulations and Proceedings; Banks and Financial Institutions; Jump to Proposed Amendments; House Floor Amendment 1; Votes; Vote History,"Deferred deposit service business and check cashing, renewal and reinstatement; Department of Financial Institutions, deferred deposit service business and check cashing, licensing; Commissioner, Department of Financial Institutions, licensing; Deferred deposit service business and check cashing, licensing requirements",03/20/23: signed by Governor (Acts Ch. 33),https://apps.legislature.ky.gov/record/23rs/hb433.html
2024 Regular Session,HB303,AN ACT relating to road projects and declaring an emergency.,"Effective Dates, Emergency; Highways, Streets, and Bridges; State Agencies; Transportation; Budget and Financial Administration; Jump to Proposed Amendments; House Floor Amendment 1","Governor's recommended Biennial Highway Construction Plan, FY 2024-2026; Governor's recommended Biennial Highway Construction Plan, FY 2024-2026; Transportation Cabinet, Governor's recommended Biennial Highway Construction Plan, FY 2024-2026; Governor's recommended Biennial Highway Construction Plan, FY 2024-2026; Governor's recommended Biennial Highway Construction Plan, FY 2024-2026",01/23/24: floor amendment (1) filed,https://apps.legislature.ky.gov/record/24rs/hb303.html
2024 Regular Session,HB20,"AN ACT relating to a cost-of-living increase to the retirement benefits for retired state employees, making an appropriation therefor, and declaring an emergency.","Actuarial Analysis; Effective Dates, Emergency; Retirement and Pensions; Budget and Financial Administration; Appropriations; Police, State; State Employees","Kentucky Retirement Systems, cost-of-living adjustments for retirees; Cost-of-living adjustment for Kentucky Retirement Systems retirees, July 1, 2024; Kentucky Retirement Systems, cost-of-living adjustment for retirees; Kentucky Retirement Systems, cost-of-living adjustment for retirees; Cost-of-living adjustment for Kentucky Employees Retirement System and SPRS  retirees; Kentucky Retirement Systems, cost-of-living adjustment for retirees; Kentucky Retirement Systems, cost-of-living adjustment for retirees",01/02/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb20.html
2024 Regular Session,HB346,AN ACT relating to human growth and development instruction.,"Education, Elementary and Secondary; Children and Minors; Civil Actions; Claims; Short Titles and Popular Names; Jump to Proposed Amendments; House Committee Substitute 1; House Floor Amendment 1; House Floor Amendment 2; House Floor Amendment 3","Human growth and development instruction, requirements, parental notification; Human growth and development instruction, requirements, parental notification; Human growth and development and human sexuality instruction, injunctive relief for enforcement; Human growth and development and human sexuality instruction, injunctive relief for enforcement; Baby Olivia Act",03/27/24: recommitted to Appropriations &amp; Revenue (H),https://apps.legislature.ky.gov/record/24rs/hb346.html
2023 Regular Session,HB489,AN ACT relating to pregnancy resource centers.,Health and Medical Services; Hospitals and Nursing Homes; Licensing; Nurses; Nurses; Physicians and Practitioners; State Agencies; Women; Administrative Regulations and Proceedings,"Pregnancy resource centers, licensure; Pregnancy resource centers, licensure; Pregnancy resource centers, require; Cabinet for Health and Family Services, pregnancy resource centers, licensure; Pregnancy resource centers, licensure; Pregnancy resource centers, licensure; Cabinet for Health and Family Services, pregnancy resource centers, licensure; Pregnancy resource centers, licensure; Cabinet for Health and Family Services, pregnancy resource centers, licensure",02/21/23: to Committee on Committees (H),https://apps.legislature.ky.gov/record/23rs/hb489.html
2024 Regular Session,HB378,AN ACT relating to state symbols.,Minerals and Mining; State Symbols and Emblems; State Symbols and Emblems; Coal; Jump to Proposed Amendments; Senate Committee Substitute 1; Votes; Vote History,"Chalcedony agate, official mineral of Kentucky, designation; Chalcedony agate, official mineral of Kentucky, designation; Coal, official rock of Kentucky, designation; Official rock of Kentucky, designation",04/04/24: signed by Governor (Acts Ch.32),https://apps.legislature.ky.gov/record/24rs/hb378.html
2024 Regular Session,HB381,AN ACT relating to local school board student representatives.,"Education, Elementary and Secondary; Children and Minors; Boards and Commissions","Local school boards, student representative, requirement; Student representative, local school boards, requirement; Local school boards, student representative, requirement",01/25/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb381.html
2024 Regular Session,HB351,AN ACT relating to workers&#39; compensation.,Drugs and Medicines; Labor and Industry; Workers' Compensation; Cannabis; Cannabis; Drugs and Medicines,"Workers' compensation, exception to presumption of nonwork-relatedness; Workers' compensation, exception to presumption of nonwork-relatedness; Income benefits, exclusion to presumption of nonwork-relatedness; Delta-9-tetrahydrocannabinol, allowable levels in workers' compensation drug test; Delta-9-tetrahyfrocannabinol, allowable levels in workers' compensation drug test; Delta-9-tetrahydrocannabinol, allowable levels in workers' compensation drug test",01/23/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb351.html
2024 Regular Session,HB405,AN ACT relating to the Perinatal Advisory Committee.,"State Agencies; Women; Children and Minors; Advisory Boards, Commissions, and Committees; Health and Medical Services","Cabinet for Health and Family Services, Perinatal Advisory Committee, establishment; Perinatal care, advisory committee, establishment; Perinatal care, advisory committee, establishment; Perinatal Advisory Committee, establishment; Perinatal care, advisory committee, establishment",01/30/24: to Committee on Committees (H),https://apps.legislature.ky.gov/record/24rs/hb405.html
